booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL505157,Air India,2025,October,47,1,0,0,GBR,198,,Premium Economy,13263.45,0,Website,Check-Out,2025-10-19,1,2
AL507249,SpiceJet,2025,January,1,2,0,0,IND,110,,Business,36190.49,0,Mobile App,Check-Out,2025-01-16,2,0
AL515401,Vistara,2025,February,14,2,0,0,IND,,,Economy,9398.31,1,Website,Canceled,2025-03-15,0,0
AL503985,AirAsia India,2025,October,35,1,0,0,QAT,300,,Economy,7548.78,0,Mobile App,Check-Out,2025-10-23,2,1
AL507564,Akasa Air,2025,July,48,2,0,0,IND,106,,Economy,11005.08,0,Travel Agent,Check-Out,2025-08-09,0,0
AL508409,IndiGo,2026,September,32,1,0,0,IND,50,,Economy,5334.83,0,Corporate Desk,Check-Out,2026-10-07,1,0
AL508039,Air India,2026,October,108,2,0,0,QAT,141,,Economy,11231.69,0,Mobile App,Check-Out,2026-11-11,1,0
AL500546,IndiGo,2024,February,112,1,0,1,IND,82,,Economy,10693.07,0,Mobile App,Check-Out,2024-03-17,3,0
AL501537,Air India,2025,August,141,2,NA,0,NPL,155,,Business,24983.67,0,Website,Check-Out,2025-08-22,2,0
AL501225,AirAsia India,2025,February,35,1,0,0,,213,,Economy,6329.78,0,Mobile App,Check-Out,2025-03-14,2,2
AL500137,Akasa Air,2025,August,13,1,0,0,USA,172,,Economy,6367.96,0,Website,Check-Out,2025-08-10,3,0
AL512602,AirAsia India,2025,January,88,1,1,0,NPL,152,,Economy,2330.15,0,Airport Counter,Check-Out,2025-01-30,1,0
AL506941,IndiGo,2025,October,109,1,NA,0,THA,169,,Economy,3729.36,0,Airport Counter,Check-Out,2025-11-14,2,1
AL507120,Akasa Air,2024,July,24,2,0,0,SGP,48,,Premium Economy,17377.41,0,Travel Agent,Check-Out,2024-07-16,1,1
AL507796,Akasa Air,2025,December,10,1,0,0,ARE,229,,Economy,9638.22,0,Website,Check-Out,2025-12-30,3,1
AL506964,SpiceJet,2025,February,110,2,1,0,AUS,336,,Economy,10574.21,0,Website,Check-Out,2025-03-14,1,1
AL507073,SpiceJet,2024,November,101,1,0,0,AUS,139,,Economy,6602.62,0,Travel Agent,Check-Out,2024-11-25,1,0
AL502841,Air India,2025,October,75,2,NA,0,IND,,,Premium Economy,17340.01,0,Mobile App,Check-Out,2025-10-04,0,0
AL509541,Air India,2025,July,150,2,0,0,LKA,135,,Business,12678.01,0,Travel Agent,Check-Out,2025-08-29,3,1
AL500381,Air India,2024,October,19,1,0,0,DEU,312,,Economy,9438.72,0,Travel Agent,No-Show,2024-11-23,1,2
AL515643,Akasa Air,2025,January,31,1,0,0,MYS,75,,Business,18377.12,0,Corporate Desk,Check-Out,2025-02-22,1,2
AL505485,Akasa Air,2026,June,90,2,0,0,IND,27,,Economy,9270.93,0,Travel Agent,Check-Out,2026-07-20,2,2
AL502061,AirAsia India,2025,July,8,2,0,0,ARE,,,Economy,12188.97,0,Travel Agent,Check-Out,2025-08-10,3,1
AL507009,Air India,2025,February,86,1,0,0,SGP,220,,Business,30246.01,0,Travel Agent,No-Show,2025-03-04,3,0
AL502950,SpiceJet,2024,August,14,1,0,0,USA,329,,Economy,11856.64,1,Mobile App,Canceled,2024-08-17,1,1
AL512294,AirAsia India,2024,August,19,1,0,0,THA,204,,Business,24314.03,0,Mobile App,Check-Out,2024-09-02,2,2
AL510259,AirAsia India,2024,December,157,1,1,0,IND,263,,Economy,6043.9,1,Website,Canceled,2025-01-12,2,0
AL515362,AirAsia India,2024,June,164,2,0,0,AUS,238,,Economy,2539.57,0,Travel Agent,Check-Out,2024-07-05,2,0
AL505984,AirAsia India,2024,May,75,3,0,0,ARE,76,,Economy,2515.74,1,Travel Agent,Canceled,2024-05-13,3,1
AL510741,AirAsia India,2025,May,9,1,0,0,SGP,158,,Business,15060.35,0,Airport Counter,Check-Out,2025-06-09,2,2
AL501058,SpiceJet,2026,November,119,1,0,0,IND,,,Economy,6575.43,0,Travel Agent,Check-Out,2026-12-03,2,0
AL510985,Vistara,2024,September,12,1,0,0,IND,94,,Economy,8009.74,0,Airport Counter,Check-Out,2024-10-16,0,2
AL515313,IndiGo,2026,July,91,2,0,0,GBR,134,,Premium Economy,14464.13,0,Mobile App,Check-Out,2026-08-18,0,2
AL511540,SpiceJet,2025,December,38,1,0,0,THA,,,Economy,10375.49,0,Website,Check-Out,2026-01-25,1,0
AL509897,Air India,2025,November,44,2,0,0,IND,143,,Premium Economy,13701.54,1,Travel Agent,Canceled,2025-11-14,3,2
AL509188,AirAsia India,2024,October,117,1,0,0,ARE,229,,Economy,7294.38,1,Corporate Desk,Canceled,2024-11-26,1,2
AL505524,Vistara,2025,August,111,1,3,1,AUS,173,,Economy,9342.54,0,Airport Counter,No-Show,2025-09-08,2,1
AL515431,AirAsia India,2025,February,5,1,2,0,,3,,First,58936.89,0,Mobile App,Check-Out,2025-03-17,0,0
AL510249,Air India,2024,July,31,2,0,0,NPL,219,,Economy,8055.0,0,Airport Counter,No-Show,2024-07-26,1,0
AL501251,Akasa Air,2025,June,24,2,0,0,ARE,245,,Business,26426.73,0,Airport Counter,Check-Out,2025-07-10,1,0
AL506024,AirAsia India,2024,November,20,1,3,0,QAT,83,,Economy,7929.75,0,Mobile App,Check-Out,2024-11-28,3,2
AL502643,Vistara,2024,December,107,2,1,0,ARE,1,,Premium Economy,18891.72,0,Website,Check-Out,2025-01-04,2,1
AL505784,IndiGo,2025,May,194,1,3,0,IND,8,,Business,36830.91,1,Travel Agent,Canceled,2025-06-19,2,1
AL503289,Akasa Air,2026,June,108,1,0,0,ARE,249,,Economy,8158.25,0,Corporate Desk,Check-Out,2026-06-12,1,0
AL510671,Akasa Air,2024,April,17,1,0,0,,179,,Economy,7297.85,0,Mobile App,Check-Out,2024-05-13,3,1
AL504590,SpiceJet,2025,December,24,1,0,0,,289,,Economy,5554.88,1,Mobile App,Canceled,2026-01-04,3,0
AL508685,Air India,2025,February,97,2,0,0,IND,272,,Economy,7279.43,0,Website,Check-Out,2025-03-21,1,0
AL505536,SpiceJet,2026,July,52,2,0,0,QAT,232,,Premium Economy,12213.71,0,Website,Check-Out,2026-08-11,1,1
AL514308,SpiceJet,2025,September,47,2,0,0,IND,282,,First,61373.58,0,Corporate Desk,Check-Out,2025-10-30,3,0
AL502493,Air India,2024,June,107,2,0,0,QAT,59,,Premium Economy,7503.4,0,Mobile App,Check-Out,2024-06-30,2,0
AL504428,SpiceJet,2024,April,3,1,3,0,IND,272,,Economy,10457.03,0,Corporate Desk,Check-Out,2024-05-17,2,2
AL500417,SpiceJet,2025,October,43,2,0,0,SGP,336,,Economy,11102.05,0,Corporate Desk,Check-Out,2025-11-02,0,0
AL515990,Vistara,2024,December,68,1,0,0,THA,215,,Economy,8363.44,0,Airport Counter,Check-Out,2024-12-29,0,1
AL504675,IndiGo,2024,February,177,4,2,0,SGP,237,,Economy,7681.98,0,Airport Counter,Check-Out,2024-02-25,0,1
AL501124,Vistara,2024,August,21,2,0,0,AUS,251,,Economy,10799.8,0,Mobile App,No-Show,2024-08-26,0,1
AL505999,Air India,2024,June,100,1,0,0,IND,149,,Economy,9359.89,0,Travel Agent,Check-Out,2024-07-01,1,1
AL502171,Air India,2024,February,121,1,2,0,ARE,137,,Economy,9171.22,0,Travel Agent,Check-Out,2024-03-07,1,0
AL514302,AirAsia India,2026,March,77,2,0,0,USA,276,,Economy,3261.14,0,Mobile App,No-Show,2026-03-09,3,2
AL507447,SpiceJet,2025,September,90,1,0,0,THA,311,,Economy,10011.35,0,Corporate Desk,Check-Out,2025-09-22,0,2
AL504196,Air India,2025,November,33,1,0,0,AUS,317,,First,51872.36,0,Website,Check-Out,2025-12-13,0,1
AL502657,Akasa Air,2026,April,22,3,,0,IND,95,,Economy,10334.37,0,Corporate Desk,Check-Out,2026-05-28,1,0
AL500027,SpiceJet,2024,April,59,2,0,0,SGP,15,C976,Business,18914.99,0,Website,Check-Out,2024-05-23,1,1
AL513591,Akasa Air,2024,July,22,1,0,0,LKA,13,,Premium Economy,15694.72,0,Travel Agent,Check-Out,2024-07-23,0,2
AL511925,AirAsia India,2025,July,40,1,0,0,QAT,238,,Premium Economy,15727.55,0,Travel Agent,Check-Out,2025-08-18,2,2
AL515004,IndiGo,2024,January,63,1,2,0,,13,,Economy,7945.74,0,Airport Counter,Check-Out,2024-02-27,3,1
AL508398,Air India,2026,February,67,1,0,0,SGP,175,,Economy,5603.0,0,Travel Agent,Check-Out,2026-02-23,1,1
AL515824,Vistara,2026,May,94,1,NA,0,SGP,293,,Economy,6311.89,1,Website,Canceled,2026-06-18,0,0
AL514213,Akasa Air,2026,October,120,1,0,0,USA,153,C573,Premium Economy,17429.2,0,Corporate Desk,Check-Out,2026-10-20,0,0
AL507845,IndiGo,2026,December,118,2,0,0,AUS,41,,Economy,6703.99,0,Airport Counter,Check-Out,2027-01-09,1,1
AL513542,AirAsia India,2026,July,43,1,0,0,IND,,,Economy,5927.95,0,Airport Counter,Check-Out,2026-08-08,0,0
AL515706,IndiGo,2026,July,113,1,0,0,AUS,7,,Economy,9923.16,0,Website,Check-Out,2026-07-27,3,0
AL507535,AirAsia India,2024,November,122,2,0,0,IND,70,,Business,28148.33,1,Airport Counter,Canceled,2024-11-14,3,2
AL502123,IndiGo,2025,July,27,2,0,0,LKA,222,,Business,34024.29,0,Website,Check-Out,2025-07-22,1,0
AL507102,Vistara,2024,May,99,2,0,0,IND,178,,Economy,5724.32,1,Airport Counter,Canceled,2024-06-05,1,2
AL506265,Air India,2025,January,127,3,3,0,USA,304,,Economy,7534.64,0,Mobile App,Check-Out,2025-01-29,2,2
AL510191,IndiGo,2024,February,39,2,0,0,SGP,173,,Premium Economy,14169.73,0,Travel Agent,Check-Out,2024-02-26,3,1
AL504062,Air India,2025,August,60,1,0,0,ARE,,,Premium Economy,11845.03,0,Mobile App,Check-Out,2025-09-17,3,2
AL511557,Akasa Air,2025,March,139,1,0,0,QAT,172,,Economy,9963.76,0,Travel Agent,Check-Out,2025-04-07,3,1
AL510366,Akasa Air,2024,August,87,1,0,0,ARE,14,,Economy,9217.22,0,Corporate Desk,Check-Out,2024-08-17,3,0
AL506581,AirAsia India,2025,November,22,1,0,0,IND,133,,Economy,8859.7,0,Website,Check-Out,2025-12-03,1,2
AL507250,Air India,2026,April,122,2,0,0,,3,,Economy,11323.02,0,Airport Counter,Check-Out,2026-04-03,3,0
AL515188,SpiceJet,2024,May,14,1,0,0,DEU,4,,Premium Economy,7008.15,1,Travel Agent,Canceled,2024-06-08,3,2
AL514356,AirAsia India,2024,July,203,2,0,0,AUS,3,,Premium Economy,10948.93,0,Corporate Desk,Check-Out,2024-08-02,3,0
AL514726,AirAsia India,2025,January,68,1,1,0,ARE,193,,Economy,7807.89,0,Airport Counter,Check-Out,2025-03-05,3,1
AL500042,IndiGo,2025,May,25,1,0,0,SGP,202,,Economy,2453.01,0,Airport Counter,Check-Out,2025-06-27,0,2
AL507624,Vistara,2025,March,32,2,,0,GBR,167,,Economy,8197.72,0,Airport Counter,Check-Out,2025-04-06,1,0
AL502101,AirAsia India,2026,December,110,3,0,0,ARE,91,,Premium Economy,15531.6,0,Website,Check-Out,2026-12-26,3,0
AL505993,SpiceJet,2024,December,61,3,3,0,IND,112,,Premium Economy,16384.33,0,Website,Check-Out,2025-01-07,0,1
AL506113,AirAsia India,2025,December,34,1,0,0,ARE,230,,Economy,8768.97,0,Airport Counter,No-Show,2026-01-30,2,0
AL511595,AirAsia India,2026,August,62,2,,0,NPL,190,,Economy,6286.3,0,Website,No-Show,2026-08-31,3,1
AL507270,Air India,2024,August,75,1,0,0,IND,63,,Economy,7818.3,0,Mobile App,Check-Out,2024-09-03,3,2
AL510318,Akasa Air,2025,August,39,2,0,0,USA,,,Economy,7227.6,0,Website,Check-Out,2025-08-13,2,2
AL513123,Akasa Air,2025,June,90,1,0,0,IND,221,,Business,36010.85,0,Travel Agent,Check-Out,2025-07-21,0,2
AL500197,Vistara,2025,October,60,1,0,0,QAT,94,,Premium Economy,12443.02,1,Mobile App,Canceled,2025-10-28,0,2
AL514796,Vistara,2024,September,63,1,0,0,LKA,40,,Economy,11171.07,0,Airport Counter,No-Show,2024-10-26,3,0
AL512020,IndiGo,2026,December,98,4,0,0,IND,116,,Economy,3818.47,0,Airport Counter,Check-Out,2026-12-21,3,1
AL512371,AirAsia India,2025,February,53,1,0,0,DEU,149,,Economy,6732.3,0,Travel Agent,Check-Out,2025-02-10,1,2
AL500856,AirAsia India,2024,December,28,2,0,0,GBR,96,,Economy,6681.86,0,Airport Counter,Check-Out,2025-01-05,1,1
AL512867,SpiceJet,2024,March,13,3,0,0,AUS,218,,Economy,8922.18,0,Website,Check-Out,2024-03-17,1,1
AL503060,SpiceJet,2024,April,11,1,3,0,NPL,302,C785,Economy,9453.18,1,Travel Agent,Canceled,2024-05-06,2,2
AL514670,IndiGo,2024,December,17,1,0,0,IND,109,,Economy,6178.48,1,Airport Counter,Canceled,2025-01-04,1,0
AL503014,Akasa Air,2024,May,3,2,1,0,THA,,,Economy,6856.92,0,Website,No-Show,2024-05-20,2,1
AL500571,AirAsia India,2025,August,119,1,1,0,IND,100,,Economy,8244.71,1,Travel Agent,Canceled,2025-09-10,2,0
AL508412,SpiceJet,2024,November,28,1,0,1,IND,97,,Economy,7731.82,0,Airport Counter,Check-Out,2024-12-23,1,0
AL515711,Akasa Air,2026,August,3,1,0,0,ARE,39,,Business,37697.84,0,Airport Counter,Check-Out,2026-08-20,3,2
AL503522,AirAsia India,2024,October,12,2,0,0,IND,,C262,Business,12063.7,0,Airport Counter,Check-Out,2024-10-30,1,2
AL505937,Vistara,2025,June,5,1,0,0,SGP,268,,Economy,5213.14,1,Corporate Desk,Canceled,2025-07-04,3,1
AL510316,Vistara,2025,April,61,2,1,0,NPL,50,,Premium Economy,8477.4,0,Airport Counter,Check-Out,2025-05-29,2,2
AL502922,SpiceJet,2025,August,159,1,3,0,IND,282,,Economy,6874.98,0,Travel Agent,Check-Out,2025-09-20,0,1
AL501743,Vistara,2025,December,99,2,2,0,IND,209,,Economy,8258.87,0,Travel Agent,Check-Out,2026-01-19,1,0
AL503493,IndiGo,2025,November,60,1,0,0,IND,240,,Business,38332.39,0,Website,Check-Out,2025-12-05,0,1
AL513898,SpiceJet,2026,March,85,1,0,0,THA,,,Economy,10510.1,1,Website,Canceled,2026-04-19,3,1
AL513350,IndiGo,2026,January,90,1,0,0,THA,,,Economy,6640.0,0,Travel Agent,Check-Out,2026-01-26,0,0
AL513876,Akasa Air,2025,October,118,1,0,0,SGP,,,Economy,9393.0,0,Mobile App,Check-Out,2025-10-04,3,2
AL505346,Air India,2025,September,96,1,0,0,IND,243,,Premium Economy,14258.07,0,Mobile App,Check-Out,2025-09-16,1,0
AL513573,IndiGo,2024,December,87,2,,0,DEU,169,,Economy,5484.53,0,Website,Check-Out,2025-01-24,1,1
AL501755,IndiGo,2026,September,3,1,0,0,IND,284,,Business,18309.95,0,Airport Counter,Check-Out,2026-09-06,2,1
AL507513,IndiGo,2025,December,53,2,3,0,ARE,326,,Premium Economy,15035.86,0,Website,Check-Out,2026-01-02,0,0
AL512798,Akasa Air,2024,April,13,1,0,0,AUS,228,,Premium Economy,9319.94,0,Corporate Desk,Check-Out,2024-05-16,0,1
AL508015,AirAsia India,2026,August,52,1,0,0,,107,,Economy,7910.23,1,Website,Canceled,2026-09-06,1,2
AL512131,Akasa Air,2024,December,76,2,0,0,,44,,Economy,8811.57,0,Airport Counter,Check-Out,2024-12-15,1,0
AL515011,AirAsia India,2025,January,35,1,0,0,USA,71,,Business,29912.45,1,Website,Canceled,2025-01-29,0,1
AL502800,SpiceJet,2026,July,124,4,0,0,IND,,,Economy,7712.53,0,Mobile App,Check-Out,2026-07-24,1,0
AL508617,IndiGo,2024,February,49,2,1,0,QAT,211,,Economy,11234.49,0,Website,Check-Out,2024-02-28,1,1
AL515788,AirAsia India,2024,November,72,1,2,0,MYS,18,,Economy,5858.97,0,Website,Check-Out,2024-11-04,1,1
AL500380,SpiceJet,2025,October,9,2,0,0,IND,264,,Premium Economy,NA,0,Airport Counter,Check-Out,2025-10-21,0,1
AL513289,SpiceJet,2025,April,5,1,0,0,IND,198,,Business,33473.04,0,Website,Check-Out,2025-05-12,0,1
AL515686,Air India,2024,October,2,2,0,0,IND,274,,Economy,5415.52,0,Corporate Desk,Check-Out,2024-11-17,1,1
AL504725,SpiceJet,2026,January,114,2,0,0,,108,,Business,34787.68,1,Corporate Desk,Canceled,2026-01-30,2,0
AL513923,Akasa Air,2025,June,48,3,0,0,SGP,181,,Economy,8348.08,1,Website,Canceled,2025-06-22,0,1
AL505318,IndiGo,2025,May,65,1,0,0,NPL,5,,Economy,4802.85,0,Travel Agent,Check-Out,2025-06-17,0,2
AL508551,AirAsia India,2024,May,68,2,0,0,ARE,141,,Economy,10676.13,0,Mobile App,Check-Out,2024-06-03,3,0
AL510032,AirAsia India,2025,July,15,2,0,0,IND,198,,Economy,6848.25,0,Travel Agent,Check-Out,2025-08-17,2,0
AL512073,SpiceJet,2025,June,35,1,0,0,IND,138,,Premium Economy,14352.45,1,Corporate Desk,Canceled,2025-06-24,2,0
AL514426,SpiceJet,2026,June,85,2,0,0,LKA,218,,Premium Economy,12955.19,0,Website,Check-Out,2026-06-14,1,0
AL510195,AirAsia India,2025,February,83,1,0,0,SGP,155,,Business,13383.92,1,Mobile App,Canceled,2025-03-04,0,0
AL511692,AirAsia India,2025,November,40,1,1,0,IND,,,Business,35598.29,0,Website,No-Show,2025-11-27,3,2
AL509598,Akasa Air,2026,July,107,1,0,1,SGP,65,,Economy,5867.04,0,Travel Agent,Check-Out,2026-08-09,0,1
AL500002,AirAsia India,2024,September,102,2,0,0,USA,165,,Premium Economy,NA,0,Corporate Desk,Check-Out,2024-09-06,0,0
AL512104,SpiceJet,2025,July,73,3,0,0,THA,314,,Business,11638.23,0,Airport Counter,Check-Out,2025-07-19,3,2
AL510627,Air India,2024,November,107,2,1,0,USA,212,,Business,26742.99,0,Travel Agent,Check-Out,2024-12-22,3,0
AL505386,Air India,2026,April,108,3,0,0,THA,109,,Economy,5552.58,0,Website,Check-Out,2026-05-22,3,2
AL507621,SpiceJet,2025,November,107,2,0,0,LKA,,,First,50427.75,0,Mobile App,No-Show,2026-01-03,0,2
AL500190,Vistara,2024,April,34,1,NA,0,SGP,298,,Economy,4536.31,0,Travel Agent,Check-Out,2024-05-04,2,1
AL513354,Akasa Air,2025,May,42,1,0,0,USA,103,,Economy,6321.32,1,Travel Agent,Canceled,2025-06-20,3,0
AL508611,Air India,2024,April,61,2,0,0,,74,,Economy,5824.55,0,Corporate Desk,Check-Out,2024-04-24,2,2
AL505012,SpiceJet,2024,March,65,2,0,1,IND,139,,Economy,7414.29,0,Airport Counter,No-Show,2024-04-01,2,2
AL508962,SpiceJet,2025,July,78,1,0,0,LKA,215,,Economy,8304.2,0,Mobile App,Check-Out,2025-07-25,2,0
AL509905,AirAsia India,2025,April,61,2,0,0,IND,40,,Premium Economy,19600.14,0,Travel Agent,Check-Out,2025-04-15,3,0
AL500885,Vistara,2024,December,94,2,0,0,IND,219,,First,42866.83,0,Corporate Desk,Check-Out,2025-01-26,1,2
AL512614,Vistara,2025,June,21,2,1,0,MYS,219,,Economy,7023.78,0,Travel Agent,Check-Out,2025-07-27,1,1
AL505453,Air India,2025,July,79,2,0,0,THA,108,C575,First,54590.34,0,Airport Counter,Check-Out,2025-08-02,0,2
AL504986,Air India,2024,October,81,2,1,0,SGP,,C811,Business,32108.62,0,Corporate Desk,Check-Out,2024-11-01,1,0
AL502232,Vistara,2025,November,111,1,3,0,MYS,273,,Economy,9773.86,1,Travel Agent,Canceled,2025-12-06,1,1
AL500816,Air India,2026,June,36,1,0,0,MYS,196,,Economy,11265.38,0,Mobile App,Check-Out,2026-07-29,3,0
AL503429,Air India,2025,May,49,2,0,0,ARE,115,,Business,14662.46,1,Website,Canceled,2025-06-24,0,2
AL512666,Vistara,2025,May,70,3,0,0,GBR,252,,Economy,6823.43,0,Airport Counter,Check-Out,2025-05-22,0,2
AL514786,AirAsia India,2026,February,54,1,0,0,ARE,154,,Economy,7634.08,1,Mobile App,Canceled,2026-03-18,1,2
AL500799,Air India,2026,April,9,2,0,0,SGP,173,,Premium Economy,15126.57,0,Website,Check-Out,2026-04-25,3,1
AL503630,Vistara,2025,November,94,2,0,0,SGP,135,,Economy,7395.98,0,Corporate Desk,Check-Out,2025-11-23,2,0
AL513415,Akasa Air,2024,October,16,2,0,0,NPL,94,,Economy,10320.83,1,Airport Counter,Canceled,2024-11-03,2,1
AL515101,Air India,2025,July,57,1,0,0,GBR,,,Premium Economy,17129.15,0,Website,Check-Out,2025-07-22,3,0
AL501791,Akasa Air,2026,February,126,2,0,0,SGP,226,,Premium Economy,7138.84,1,Travel Agent,Canceled,2026-03-15,0,1
AL502050,AirAsia India,2025,November,68,1,0,0,,,,Economy,9215.02,0,Website,Check-Out,2025-12-09,1,2
AL515284,Vistara,2025,May,5,2,0,0,AUS,322,,Economy,14831.31,0,Mobile App,Check-Out,2025-06-18,0,0
AL505186,Vistara,2025,August,57,1,NA,0,ARE,241,,Economy,8084.43,1,Travel Agent,Canceled,2025-08-25,3,2
AL513511,Vistara,2024,June,61,1,,0,USA,23,,Business,22120.38,0,Website,Check-Out,2024-06-06,0,0
AL508709,Air India,2025,July,56,1,0,0,DEU,131,,Economy,7260.36,0,Travel Agent,Check-Out,2025-07-30,3,1
AL507460,IndiGo,2026,July,16,1,0,0,DEU,293,,Economy,8959.19,0,Corporate Desk,Check-Out,2026-07-22,3,0
AL501628,Air India,2026,April,25,1,2,0,IND,,,Economy,3603.06,0,Corporate Desk,Check-Out,2026-04-30,1,2
AL507792,AirAsia India,2026,November,36,2,0,0,GBR,,,Economy,4758.4,0,Travel Agent,Check-Out,2026-12-05,3,1
AL500530,Akasa Air,2025,June,75,1,0,0,IND,146,C749,Economy,12295.25,0,Website,Check-Out,2025-07-07,1,2
AL507292,SpiceJet,2024,April,54,1,0,0,USA,66,,Economy,8202.72,0,Website,Check-Out,2024-05-15,3,1
AL507354,Akasa Air,2024,May,59,1,0,0,USA,150,,Business,19848.07,0,Corporate Desk,Check-Out,2024-05-05,1,2
AL502024,Air India,2026,May,128,1,0,0,DEU,233,,Premium Economy,15522.02,0,Corporate Desk,Check-Out,2026-06-05,1,0
AL503692,IndiGo,2026,August,67,2,0,0,QAT,109,,Economy,9031.04,1,Travel Agent,Canceled,2026-08-24,0,2
AL512880,IndiGo,2025,April,124,2,0,0,IND,321,,Economy,6010.23,0,Mobile App,Check-Out,2025-05-18,0,1
AL506089,SpiceJet,2025,January,18,2,0,0,,213,C625,Economy,4143.03,0,Mobile App,Check-Out,2025-01-21,2,1
AL511385,SpiceJet,2026,October,147,3,,0,IND,,,Economy,8554.73,0,Airport Counter,Check-Out,2026-11-13,1,0
AL514956,SpiceJet,2024,June,89,2,0,0,GBR,83,,Economy,9669.8,0,Travel Agent,Check-Out,2024-07-10,1,2
AL500148,IndiGo,2026,December,15,2,0,0,THA,33,,Business,15416.11,1,Travel Agent,Canceled,2027-01-10,0,0
AL506593,IndiGo,2026,February,2,2,2,0,IND,30,,Economy,6588.2,0,Website,No-Show,2026-03-06,2,2
AL514244,AirAsia India,2024,February,68,2,0,0,IND,252,,Business,32485.4,0,Travel Agent,Check-Out,2024-03-21,3,2
AL507357,AirAsia India,2025,December,105,1,0,0,ARE,19,,Business,21906.46,1,Travel Agent,Canceled,2026-01-25,2,0
AL506563,IndiGo,2025,January,10,1,0,0,AUS,96,C251,Economy,7232.4,0,Airport Counter,Check-Out,2025-02-07,3,0
AL514568,Akasa Air,2026,October,21,1,0,0,AUS,245,,Economy,9787.72,1,Mobile App,Canceled,2026-10-31,0,1
AL510612,Vistara,2026,June,54,1,0,0,IND,73,,Economy,7397.12,1,Corporate Desk,Canceled,2026-06-28,0,0
AL512006,IndiGo,2026,December,92,1,0,0,QAT,,,Economy,7212.96,1,Website,Canceled,2026-12-28,2,1
AL515250,Akasa Air,2025,November,80,2,1,0,IND,254,,Economy,8818.89,0,Mobile App,Check-Out,2025-11-10,3,2
AL511926,Akasa Air,2026,October,5,1,2,0,IND,217,,Premium Economy,15487.71,1,Mobile App,Canceled,2026-10-14,1,1
AL512373,SpiceJet,2024,November,97,1,0,0,IND,224,,Economy,3724.19,1,Website,Canceled,2024-12-18,2,2
AL514219,SpiceJet,2025,November,113,1,1,0,SGP,213,,Economy,4943.62,1,Airport Counter,Canceled,2025-11-14,3,1
AL502834,SpiceJet,2025,October,29,1,,1,DEU,279,,Economy,6612.65,0,Corporate Desk,Check-Out,2025-11-18,3,1
AL504223,AirAsia India,2025,June,40,2,0,0,ARE,,,First,56506.84,0,Airport Counter,No-Show,2025-07-14,3,1
AL509823,AirAsia India,2024,December,17,1,0,0,IND,208,,Economy,8444.95,0,Airport Counter,Check-Out,2025-01-06,3,2
AL515755,SpiceJet,2025,April,11,1,0,0,ARE,52,,Economy,7739.98,1,Website,Canceled,2025-04-23,2,1
AL501572,SpiceJet,2024,February,43,1,0,0,ARE,96,,Business,22124.3,0,Travel Agent,Check-Out,2024-03-28,3,1
AL508052,Akasa Air,2026,July,122,3,1,0,LKA,,,Economy,5260.93,0,Corporate Desk,No-Show,2026-07-14,2,1
AL511141,IndiGo,2025,December,59,1,0,0,GBR,174,,Economy,NA,0,Corporate Desk,Check-Out,2025-12-13,0,1
AL514003,Air India,2024,January,170,1,0,0,ARE,322,,First,56300.25,0,Airport Counter,Check-Out,2024-01-17,0,0
AL508882,SpiceJet,2026,January,39,2,0,0,ARE,95,,Economy,10265.48,1,Airport Counter,Canceled,2026-01-25,2,1
AL507075,SpiceJet,2024,September,11,2,1,0,AUS,103,,Economy,6666.22,0,Travel Agent,Check-Out,2024-09-22,2,0
AL513478,Vistara,2024,July,96,1,3,0,LKA,177,,Premium Economy,13542.21,0,Corporate Desk,Check-Out,2024-07-07,3,1
AL509155,Akasa Air,2025,July,32,2,NA,0,IND,215,,Premium Economy,8750.72,0,Corporate Desk,Check-Out,2025-08-20,0,0
AL510135,AirAsia India,2024,April,84,1,0,0,QAT,47,,Premium Economy,18786.0,0,Airport Counter,Check-Out,2024-04-25,0,0
AL512036,IndiGo,2024,July,59,1,0,0,SGP,157,,Business,28110.18,0,Website,Check-Out,2024-07-30,0,0
AL506544,Akasa Air,2026,November,137,1,0,0,ARE,44,,Economy,12212.27,0,Website,Check-Out,2026-12-19,3,1
AL501068,Akasa Air,2025,November,86,1,2,0,SGP,124,,Economy,10109.88,0,Mobile App,Check-Out,2025-11-07,1,0
AL508007,AirAsia India,2024,April,91,1,0,0,IND,27,,Business,22314.63,0,Mobile App,Check-Out,2024-05-15,1,2
AL513398,Akasa Air,2024,July,71,1,0,0,IND,248,,Economy,10367.03,1,Website,Canceled,2024-07-27,0,1
AL507836,IndiGo,2024,January,43,2,0,0,IND,176,,Business,33561.75,0,Travel Agent,Check-Out,2024-01-29,3,1
AL508893,Akasa Air,2025,July,34,2,1,0,LKA,36,,Economy,5573.17,0,Airport Counter,Check-Out,2025-08-09,3,0
AL513208,IndiGo,2024,December,63,2,0,0,GBR,98,,Economy,10822.92,0,Website,Check-Out,2024-12-12,0,2
AL504821,Vistara,2025,October,88,1,0,0,THA,40,,Economy,7086.46,0,Travel Agent,Check-Out,2025-10-05,1,1
